inventory_id,product_id,warehouse_id,snapshot_date,quantity_on_hand,stock_ratio,anomaly_score,is_anomaly,anomaly_label
2411,PRD002,WH02,2024-12-22,696,0.9243027888446215,0.0618,0,Normal
2435,PRD002,WH06,2024-12-22,181,0.2403718459495352,0.0321,0,Normal
27,PRD003,WH05,2024-01-07,1087,0.5445891783567134,0.0893,0,Normal
35,PRD003,WH06,2024-01-07,1358,0.6803607214428857,0.0565,0,Normal
37,PRD003,WH07,2024-01-07,343,0.1718436873747495,0.0493,0,Normal
54,PRD003,WH01,2024-01-14,1171,0.5866733466933868,0.0477,0,Normal
165,PRD003,WH04,2024-01-28,1250,0.62625250501002,0.0845,0,Normal
186,PRD003,WH07,2024-01-28,1187,0.594689378757515,0.0651,0,Normal
299,PRD003,WH02,2024-02-18,1701,0.8522044088176353,0.0041,0,Normal
339,PRD003,WH01,2024-02-25,1996,1.0,-0.0556,1,Anomaly
359,PRD003,WH04,2024-02-25,559,0.28006012024048094,0.0904,0,Normal
475,PRD003,WH08,2024-03-10,623,0.312124248496994,0.0737,0,Normal
559,PRD003,WH06,2024-03-24,1366,0.6843687374749499,0.0465,0,Normal
612,PRD003,WH06,2024-03-31,1996,1.0,-0.0086,1,Anomaly
682,PRD003,WH02,2024-04-14,1387,0.6948897795591182,0.0769,0,Normal
708,PRD003,WH06,2024-04-14,1265,0.6337675350701403,0.0808,0,Normal
754,PRD003,WH06,2024-04-21,1061,0.531563126252505,0.0521,0,Normal
947,PRD003,WH06,2024-05-19,1996,1.0,-0.0474,1,Anomaly
952,PRD003,WH07,2024-05-19,1204,0.6032064128256514,0.0895,0,Normal
1011,PRD003,WH01,2024-06-02,1518,0.7605210420841684,0.0034,0,Normal
1036,PRD003,WH05,2024-06-02,1425,0.7139278557114228,0.0904,0,Normal
1097,PRD003,WH07,2024-06-09,1633,0.8181362725450901,0.0199,0,Normal
1114,PRD003,WH02,2024-06-16,748,0.374749498997996,0.0753,0,Normal
1149,PRD003,WH08,2024-06-16,1607,0.8051102204408818,0.0454,0,Normal
1155,PRD003,WH01,2024-06-23,1996,1.0,-0.0662,1,Anomaly
1242,PRD003,WH07,2024-06-30,621,0.31112224448897796,0.0844,0,Normal
1269,PRD003,WH04,2024-07-07,848,0.4248496993987976,0.1082,0,Normal
1328,PRD003,WH06,2024-07-14,1857,0.9303607214428857,0.023,0,Normal
1378,PRD003,WH06,2024-07-21,1500,0.751503006012024,0.0398,0,Normal
1441,PRD003,WH01,2024-08-04,1551,0.7770541082164328,0.0076,0,Normal
1486,PRD003,WH08,2024-08-04,1736,0.8697394789579158,0.0061,0,Normal
1516,PRD003,WH05,2024-08-11,232,0.11623246492985972,0.0457,0,Normal
1542,PRD003,WH01,2024-08-18,1860,0.9318637274549099,-0.0005,1,Anomaly
1568,PRD003,WH06,2024-08-18,1657,0.8301603206412825,0.0519,0,Normal
1654,PRD003,WH04,2024-09-01,1187,0.594689378757515,0.0826,0,Normal
1706,PRD003,WH05,2024-09-08,899,0.4504008016032064,0.0616,0,Normal
1732,PRD003,WH01,2024-09-15,1700,0.8517034068136272,0.0417,0,Normal
1756,PRD003,WH05,2024-09-15,1217,0.6097194388777555,0.0708,0,Normal
1912,PRD003,WH07,2024-10-06,1408,0.7054108216432866,0.0786,0,Normal
2034,PRD003,WH03,2024-10-27,1558,0.7805611222444889,0.0589,0,Normal
2058,PRD003,WH07,2024-10-27,437,0.218937875751503,0.0802,0,Normal
2061,PRD003,WH08,2024-10-27,1392,0.6973947895791583,0.0605,0,Normal
2117,PRD003,WH01,2024-11-10,748,0.374749498997996,0.0459,0,Normal
2176,PRD003,WH03,2024-11-17,901,0.4514028056112224,0.0746,0,Normal
2192,PRD003,WH06,2024-11-17,552,0.27655310621242485,0.096,0,Normal
2198,PRD003,WH07,2024-11-17,595,0.29809619238476953,0.0977,0,Normal
2257,PRD003,WH01,2024-12-01,1311,0.656813627254509,0.0477,0,Normal
2303,PRD003,WH08,2024-12-01,1284,0.6432865731462926,0.04,0,Normal
2372,PRD003,WH04,2024-12-15,608,0.3046092184368738,0.0875,0,Normal
136,PRD004,WH07,2024-01-21,494,0.8260869565217391,0.0436,0,Normal
256,PRD004,WH03,2024-02-11,117,0.1956521739130435,0.0359,0,Normal
273,PRD004,WH06,2024-02-11,311,0.520066889632107,0.0819,0,Normal
306,PRD004,WH03,2024-02-18,134,0.22408026755852842,0.0355,0,Normal
394,PRD004,WH02,2024-03-03,316,0.5284280936454849,0.0454,0,Normal
539,PRD004,WH02,2024-03-24,276,0.46153846153846156,0.0736,0,Normal
550,PRD004,WH04,2024-03-24,411,0.6872909698996655,0.0936,0,Normal
595,PRD004,WH04,2024-03-31,413,0.6906354515050167,0.1021,0,Normal
664,PRD004,WH07,2024-04-07,509,0.8511705685618729,0.0783,0,Normal
674,PRD004,WH01,2024-04-14,467,0.7809364548494984,0.0656,0,Normal
748,PRD004,WH05,2024-04-21,463,0.774247491638796,0.0897,0,Normal
802,PRD004,WH06,2024-04-28,457,0.7642140468227425,0.1019,0,Normal
838,PRD004,WH04,2024-05-05,347,0.580267558528428,0.0727,0,Normal
851,PRD004,WH06,2024-05-05,304,0.5083612040133779,0.0871,0,Normal
935,PRD004,WH04,2024-05-19,583,0.9749163879598662,0.0661,0,Normal
1007,PRD004,WH08,2024-05-26,194,0.32441471571906355,0.0422,0,Normal
1043,PRD004,WH06,2024-06-02,368,0.6153846153846154,0.1033,0,Normal
1056,PRD004,WH08,2024-06-02,295,0.49331103678929766,0.0721,0,Normal
1057,PRD004,WH01,2024-06-09,477,0.7976588628762542,0.0782,0,Normal
1068,PRD004,WH02,2024-06-09,388,0.6488294314381271,0.0751,0,Normal
1112,PRD004,WH02,2024-06-16,419,0.7006688963210702,0.066,0,Normal
1121,PRD004,WH03,2024-06-16,411,0.6872909698996655,0.068,0,Normal
1145,PRD004,WH07,2024-06-16,421,0.7040133779264214,0.0928,0,Normal
1168,PRD004,WH03,2024-06-23,341,0.5702341137123745,0.0864,0,Normal
1313,PRD004,WH03,2024-07-14,473,0.7909698996655519,0.0854,0,Normal
1377,PRD004,WH06,2024-07-21,493,0.8244147157190636,0.068,0,Normal
1389,PRD004,WH08,2024-07-21,453,0.7575250836120402,0.0627,0,Normal
1442,PRD004,WH01,2024-08-04,505,0.8444816053511706,0.0519,0,Normal
1461,PRD004,WH04,2024-08-04,367,0.6137123745819398,0.1066,0,Normal
1493,PRD004,WH01,2024-08-11,363,0.6070234113712375,0.0615,0,Normal
1524,PRD004,WH06,2024-08-11,598,1.0,0.066,0,Normal
1543,PRD004,WH02,2024-08-18,456,0.7625418060200669,0.094,0,Normal
1552,PRD004,WH03,2024-08-18,510,0.8528428093645485,0.0998,0,Normal
1561,PRD004,WH05,2024-08-18,463,0.774247491638796,0.0843,0,Normal
1603,PRD004,WH04,2024-08-25,436,0.7290969899665551,0.0908,0,Normal
1610,PRD004,WH05,2024-08-25,505,0.8444816053511706,0.0962,0,Normal
1673,PRD004,WH07,2024-09-01,456,0.7625418060200669,0.0843,0,Normal
1747,PRD004,WH04,2024-09-15,308,0.5150501672240803,0.0843,0,Normal
1754,PRD004,WH05,2024-09-15,341,0.5702341137123745,0.0942,0,Normal
1827,PRD004,WH01,2024-09-29,181,0.30267558528428096,0.0099,0,Normal
1833,PRD004,WH02,2024-09-29,378,0.6321070234113713,0.0722,0,Normal
1874,PRD004,WH01,2024-10-06,347,0.580267558528428,0.0689,0,Normal
1908,PRD004,WH06,2024-10-06,318,0.5317725752508361,0.0908,0,Normal
1925,PRD004,WH01,2024-10-13,296,0.49498327759197325,0.0419,0,Normal
2027,PRD004,WH02,2024-10-27,154,0.25752508361204013,0.0057,0,Normal
2029,PRD004,WH03,2024-10-27,405,0.677257525083612,0.102,0,Normal
2043,PRD004,WH05,2024-10-27,174,0.2909698996655518,0.0568,0,Normal
2227,PRD004,WH04,2024-11-24,250,0.4180602006688963,0.08,0,Normal
2295,PRD004,WH07,2024-12-01,431,0.7207357859531772,0.0754,0,Normal
2405,PRD004,WH01,2024-12-22,379,0.6337792642140468,0.0603,0,Normal
2442,PRD004,WH07,2024-12-22,211,0.3528428093645485,0.0467,0,Normal
6,PRD005,WH01,2024-01-07,1769,0.6551851851851852,0.044,0,Normal
9,PRD005,WH02,2024-01-07,1796,0.6651851851851852,-0.0042,1,Anomaly
31,PRD005,WH06,2024-01-07,1552,0.5748148148148148,0.056,0,Normal
103,PRD005,WH02,2024-01-21,1032,0.38222222222222224,0.0815,0,Normal
163,PRD005,WH04,2024-01-28,1433,0.5307407407407407,0.0632,0,Normal
242,PRD005,WH01,2024-02-11,1811,0.6707407407407407,0.056,0,Normal
259,PRD005,WH04,2024-02-11,491,0.18185185185185185,0.1031,0,Normal
272,PRD005,WH06,2024-02-11,233,0.0862962962962963,0.0519,0,Normal
380,PRD005,WH08,2024-02-25,1028,0.38074074074074077,0.0636,0,Normal
428,PRD005,WH08,2024-03-03,1813,0.6714814814814815,0.0598,0,Normal
474,PRD005,WH07,2024-03-10,690,0.25555555555555554,0.0324,0,Normal
483,PRD005,WH01,2024-03-17,971,0.35962962962962963,0.0692,0,Normal
502,PRD005,WH04,2024-03-17,1787,0.6618518518518518,0.0396,0,Normal
529,PRD005,WH01,2024-03-24,2152,0.797037037037037,-0.0432,1,Anomaly
563,PRD005,WH06,2024-03-24,1973,0.7307407407407407,0.0614,0,Normal
591,PRD005,WH03,2024-03-31,1968,0.7288888888888889,0.0386,0,Normal
598,PRD005,WH04,2024-03-31,850,0.3148148148148148,0.0836,0,Normal
641,PRD005,WH03,2024-04-07,771,0.28555555555555556,0.0878,0,Normal
693,PRD005,WH04,2024-04-14,1523,0.5640740740740741,0.0798,0,Normal
720,PRD005,WH08,2024-04-14,2068,0.7659259259259259,-0.0114,1,Anomaly
749,PRD005,WH05,2024-04-21,472,0.1748148148148148,0.0742,0,Normal
756,PRD005,WH06,2024-04-21,658,0.2437037037037037,0.0895,0,Normal
761,PRD005,WH07,2024-04-21,1866,0.6911111111111111,0.0006,0,Normal
773,PRD005,WH01,2024-04-28,589,0.21814814814814815,0.0574,0,Normal
778,PRD005,WH02,2024-04-28,1892,0.7007407407407408,0.0272,0,Normal
790,PRD005,WH04,2024-04-28,866,0.3207407407407407,0.0918,0,Normal
795,PRD005,WH05,2024-04-28,1236,0.4577777777777778,0.0818,0,Normal
996,PRD005,WH06,2024-05-26,1774,0.6570370370370371,0.0598,0,Normal
1010,PRD005,WH01,2024-06-02,1589,0.5885185185185186,0.0011,0,Normal
1115,PRD005,WH02,2024-06-16,2108,0.7807407407407407,0.0491,0,Normal
1182,PRD005,WH05,2024-06-23,1650,0.6111111111111112,0.0717,0,Normal
1205,PRD005,WH01,2024-06-30,253,0.0937037037037037,0.0117,0,Normal
1267,PRD005,WH04,2024-07-07,1923,0.7122222222222222,0.0068,0,Normal
1369,PRD005,WH05,2024-07-21,1408,0.5214814814814814,0.0597,0,Normal
1393,PRD005,WH01,2024-07-28,2103,0.7788888888888889,-0.0213,1,Anomaly
1400,PRD005,WH02,2024-07-28,1503,0.5566666666666666,0.0824,0,Normal
1408,PRD005,WH03,2024-07-28,1051,0.38925925925925925,0.0852,0,Normal
1456,PRD005,WH03,2024-08-04,2310,0.8555555555555555,0.0258,0,Normal
1474,PRD005,WH06,2024-08-04,1462,0.5414814814814815,0.1032,0,Normal
1521,PRD005,WH06,2024-08-11,974,0.36074074074074075,0.0921,0,Normal
1555,PRD005,WH04,2024-08-18,1411,0.5225925925925926,0.0655,0,Normal
1636,PRD005,WH01,2024-09-01,1427,0.5285185185185185,0.0624,0,Normal
1653,PRD005,WH04,2024-09-01,1810,0.6703703703703704,0.0744,0,Normal
1711,PRD005,WH06,2024-09-08,988,0.36592592592592593,0.1015,0,Normal
1750,PRD005,WH04,2024-09-15,2700,1.0,-0.0553,1,Anomaly
1860,PRD005,WH06,2024-09-29,1545,0.5722222222222222,0.0996,0,Normal
2066,PRD005,WH01,2024-11-03,2214,0.82,-0.0374,1,Anomaly
2101,PRD005,WH07,2024-11-03,1746,0.6466666666666666,0.0345,0,Normal
2113,PRD005,WH01,2024-11-10,1690,0.6259259259259259,0.0099,0,Normal
2147,PRD005,WH06,2024-11-10,2508,0.9288888888888889,-0.066,1,Anomaly
2196,PRD005,WH06,2024-11-17,1766,0.654074074074074,0.0746,0,Normal
2330,PRD005,WH05,2024-12-08,0,0.0,-0.0148,1,Anomaly
2350,PRD005,WH08,2024-12-08,1152,0.4266666666666667,0.0764,0,Normal
2439,PRD005,WH07,2024-12-22,2413,0.8937037037037037,-0.0504,1,Anomaly
99,PRD006,WH01,2024-01-21,1420,0.5956375838926175,0.0648,0,Normal
132,PRD006,WH06,2024-01-21,2093,0.8779362416107382,0.0085,0,Normal
156,PRD006,WH02,2024-01-28,1872,0.785234899328859,0.0507,0,Normal
216,PRD006,WH04,2024-02-04,332,0.13926174496644295,0.087,0,Normal
282,PRD006,WH07,2024-02-11,1093,0.4584731543624161,0.0933,0,Normal
293,PRD006,WH01,2024-02-18,1012,0.42449664429530204,0.0713,0,Normal
315,PRD006,WH05,2024-02-18,473,0.19840604026845637,0.0843,0,Normal
407,PRD006,WH04,2024-03-03,1011,0.4240771812080537,0.0653,0,Normal
484,PRD006,WH01,2024-03-17,1213,0.5088087248322147,0.0651,0,Normal
503,PRD006,WH04,2024-03-17,1426,0.5981543624161074,0.0924,0,Normal
534,PRD006,WH01,2024-03-24,2384,1.0,-0.0682,1,Anomaly
538,PRD006,WH02,2024-03-24,1735,0.727768456375839,0.0777,0,Normal
600,PRD006,WH04,2024-03-31,1629,0.6833053691275168,0.0393,0,Normal
608,PRD006,WH06,2024-03-31,1808,0.7583892617449665,0.0288,0,Normal
628,PRD006,WH01,2024-04-07,943,0.39555369127516776,0.0583,0,Normal
633,PRD006,WH02,2024-04-07,892,0.37416107382550334,0.0776,0,Normal
735,PRD006,WH03,2024-04-21,1231,0.5163590604026845,0.1019,0,Normal
789,PRD006,WH04,2024-04-28,1355,0.5683724832214765,0.0938,0,Normal
806,PRD006,WH07,2024-04-28,843,0.3536073825503356,0.0861,0,Normal
1070,PRD006,WH03,2024-06-09,1755,0.7361577181208053,0.0647,0,Normal
1184,PRD006,WH06,2024-06-23,1328,0.5570469798657718,0.0674,0,Normal
1191,PRD006,WH07,2024-06-23,792,0.33221476510067116,0.0809,0,Normal
1298,PRD006,WH01,2024-07-14,1246,0.5226510067114094,0.0803,0,Normal
1336,PRD006,WH07,2024-07-14,1793,0.7520973154362416,0.0588,0,Normal
1403,PRD006,WH02,2024-07-28,1156,0.4848993288590604,0.0602,0,Normal
1416,PRD006,WH04,2024-07-28,1124,0.4714765100671141,0.1038,0,Normal
1421,PRD006,WH05,2024-07-28,578,0.2424496644295302,0.0946,0,Normal
1449,PRD006,WH02,2024-08-04,1208,0.5067114093959731,0.0846,0,Normal
1498,PRD006,WH02,2024-08-11,1806,0.7575503355704698,0.0689,0,Normal
1515,PRD006,WH05,2024-08-11,647,0.2713926174496644,0.0931,0,Normal
1658,PRD006,WH05,2024-09-01,1047,0.4391778523489933,0.099,0,Normal
1679,PRD006,WH08,2024-09-01,1937,0.8125,-0.0026,1,Anomaly
1692,PRD006,WH02,2024-09-08,1154,0.48406040268456374,0.0877,0,Normal
1708,PRD006,WH05,2024-09-08,1563,0.6556208053691275,0.0816,0,Normal
1712,PRD006,WH06,2024-09-08,2203,0.9240771812080537,0.027,0,Normal
1746,PRD006,WH03,2024-09-15,1574,0.660234899328859,0.0496,0,Normal
1768,PRD006,WH07,2024-09-15,506,0.21224832214765102,0.0874,0,Normal
1821,PRD006,WH08,2024-09-22,796,0.3338926174496644,0.0667,0,Normal
1838,PRD006,WH03,2024-09-29,1332,0.5587248322147651,0.0809,0,Normal
1845,PRD006,WH04,2024-09-29,2090,0.8766778523489933,-0.0357,1,Anomaly
1898,PRD006,WH05,2024-10-06,859,0.3603187919463087,0.0916,0,Normal
1915,PRD006,WH08,2024-10-06,583,0.2445469798657718,0.0807,0,Normal
2094,PRD006,WH05,2024-11-03,923,0.38716442953020136,0.0853,0,Normal
2135,PRD006,WH04,2024-11-10,1626,0.6820469798657718,0.0206,0,Normal
2233,PRD006,WH05,2024-11-24,1576,0.6610738255033557,0.0992,0,Normal
2252,PRD006,WH08,2024-11-24,1286,0.5394295302013423,0.0791,0,Normal
2301,PRD006,WH08,2024-12-01,1531,0.6421979865771812,0.036,0,Normal
2361,PRD006,WH02,2024-12-15,1608,0.674496644295302,0.0714,0,Normal
18,PRD007,WH03,2024-01-07,1661,0.6866473749483257,0.0966,0,Normal
52,PRD007,WH01,2024-01-14,1453,0.600661430343117,0.0719,0,Normal
110,PRD007,WH03,2024-01-21,1180,0.4878048780487805,0.1017,0,Normal
188,PRD007,WH08,2024-01-28,873,0.36089293096320796,0.0919,0,Normal
238,PRD007,WH08,2024-02-04,537,0.22199255890863995,0.0702,0,Normal
258,PRD007,WH03,2024-02-11,647,0.26746589499793305,0.112,0,Normal
346,PRD007,WH02,2024-02-25,1843,0.7618850764778834,0.0376,0,Normal
361,PRD007,WH05,2024-02-25,1950,0.8061182306738321,0.0532,0,Normal
386,PRD007,WH01,2024-03-03,695,0.28730880529144276,0.0269,0,Normal
426,PRD007,WH07,2024-03-03,833,0.3443571723852832,0.1031,0,Normal
441,PRD007,WH02,2024-03-10,1633,0.6750723439437785,0.058,0,Normal
446,PRD007,WH03,2024-03-10,1008,0.41670111616370403,0.0891,0,Normal
514,PRD007,WH06,2024-03-17,973,0.40223232740801984,0.0925,0,Normal
580,PRD007,WH01,2024-03-31,1690,0.6986357999173212,0.0252,0,Normal
712,PRD007,WH07,2024-04-14,1051,0.4344770566349731,0.0645,0,Normal
837,PRD007,WH04,2024-05-05,1871,0.7734601074824308,-0.009,1,Anomaly
853,PRD007,WH07,2024-05-05,793,0.3278214138073584,0.0655,0,Normal
936,PRD007,WH04,2024-05-19,1924,0.7953699875981811,0.0503,0,Normal
967,PRD007,WH02,2024-05-26,527,0.21785861926415875,0.0794,0,Normal
1129,PRD007,WH05,2024-06-16,2238,0.9251756924348904,-0.0118,1,Anomaly
1147,PRD007,WH08,2024-06-16,1237,0.5113683340223233,0.0545,0,Normal
1169,PRD007,WH03,2024-06-23,959,0.39644481190574615,0.1068,0,Normal
1183,PRD007,WH06,2024-06-23,0,0.0,-0.0193,1,Anomaly
1189,PRD007,WH07,2024-06-23,1625,0.6717651922281934,0.0358,0,Normal
1250,PRD007,WH01,2024-07-07,2176,0.899545266639107,-0.0112,1,Anomaly
1286,PRD007,WH07,2024-07-07,2081,0.8602728400165358,0.0393,0,Normal
1379,PRD007,WH06,2024-07-21,1340,0.5539479123604796,0.0671,0,Normal
1404,PRD007,WH02,2024-07-28,1721,0.711451012815213,0.0312,0,Normal
1479,PRD007,WH07,2024-08-04,1342,0.5547747002893758,0.098,0,Normal
1617,PRD007,WH06,2024-08-25,2419,1.0,-0.0578,1,Anomaly
1691,PRD007,WH02,2024-09-08,2156,0.8912773873501447,0.0258,0,Normal
1818,PRD007,WH07,2024-09-22,1805,0.7461761058288549,0.0221,0,Normal
1878,PRD007,WH01,2024-10-06,206,0.08515915667631252,0.0049,0,Normal
1887,PRD007,WH03,2024-10-06,1882,0.7780074410913601,0.016,0,Normal
1911,PRD007,WH07,2024-10-06,1269,0.5245969408846631,0.1004,0,Normal
1961,PRD007,WH07,2024-10-13,1278,0.5283174865646961,0.0851,0,Normal
2023,PRD007,WH02,2024-10-27,2106,0.8706076891277388,0.0093,0,Normal
2100,PRD007,WH06,2024-11-03,1434,0.5928069450186028,0.0442,0,Normal
2152,PRD007,WH07,2024-11-10,1625,0.6717651922281934,0.0878,0,Normal
2202,PRD007,WH07,2024-11-17,764,0.31583298883836297,0.0935,0,Normal
2263,PRD007,WH02,2024-12-01,896,0.3704009921455147,0.0836,0,Normal
2359,PRD007,WH02,2024-12-15,1499,0.6196775527077305,0.0858,0,Normal
2381,PRD007,WH05,2024-12-15,1245,0.5146754857379082,0.116,0,Normal
2392,PRD007,WH07,2024-12-15,1674,0.6920214964861513,0.0525,0,Normal
2402,PRD007,WH01,2024-12-22,1913,0.7908226539892518,0.0032,0,Normal
2437,PRD007,WH07,2024-12-22,1515,0.6262918561389004,0.0806,0,Normal
2491,PRD007,WH08,2024-12-29,1474,0.6093427035965275,0.0385,0,Normal
64,PRD008,WH03,2024-01-14,258,0.18736383442265794,0.0469,0,Normal
70,PRD008,WH04,2024-01-14,564,0.4095860566448802,0.1183,0,Normal
184,PRD008,WH07,2024-01-28,987,0.7167755991285403,0.0913,0,Normal
241,PRD008,WH01,2024-02-11,1314,0.954248366013072,0.0012,0,Normal
247,PRD008,WH02,2024-02-11,711,0.5163398692810458,0.0978,0,Normal
317,PRD008,WH05,2024-02-18,839,0.6092955700798838,0.11,0,Normal
466,PRD008,WH06,2024-03-10,643,0.46695715323166304,0.1145,0,Normal
473,PRD008,WH07,2024-03-10,760,0.5519244734931009,0.095,0,Normal
509,PRD008,WH05,2024-03-17,1061,0.7705156136528686,0.0725,0,Normal
546,PRD008,WH03,2024-03-24,722,0.524328249818446,0.1095,0,Normal
694,PRD008,WH04,2024-04-14,761,0.5526506899055919,0.1123,0,Normal
729,PRD008,WH02,2024-04-21,744,0.5403050108932462,0.0995,0,Normal
768,PRD008,WH08,2024-04-21,590,0.42846768336964414,0.0795,0,Normal
771,PRD008,WH01,2024-04-28,1117,0.8111837327523602,0.0206,0,Normal
784,PRD008,WH03,2024-04-28,1070,0.7770515613652869,0.0614,0,Normal
803,PRD008,WH06,2024-04-28,508,0.36891793754538854,0.0925,0,Normal
982,PRD008,WH04,2024-05-26,1018,0.739288307915759,0.0884,0,Normal
1001,PRD008,WH07,2024-05-26,1018,0.739288307915759,0.0506,0,Normal
